title_original,text_original,posted_on_original,date_of_power_shutdown
Power shutdown areas in Chennai on 15-09-17, Power supply will be suspended in the following areas on 15-09-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 14/Sep/2017 3:52:32 PM,150917
Power shutdown areas in Chennai on 14-09-17, Power supply will be suspended in the following areas on 14-09-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 13/Sep/2017 12:38:33 PM,140917
Power shutdown areas in Chennai on 09-09-17, Power supply will be suspended in the following areas on 09-09-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 07/Sep/2017 3:27:27 PM,090917
Power shutdown areas in Chennai on 08-09-17, Power supply will be suspended in the following areas on 08-09-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed. ,Posted On : 07/Sep/2017 3:03:22 PM,080917
Power shutdown areas in Chennai on 07-09-17, Power supply will be suspended in the following areas on 07-09-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 05/Sep/2017 5:49:46 PM,070917
Power shutdown areas in Chennai on 06-09-17, Power supply will be suspended in the following areas on 06-09-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed. ,Posted On : 05/Sep/2017 5:06:40 PM,060917
Power shutdown areas in Chennai on 01-09-17, Power supply will be suspended in the following areas on 01-09-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 30/Aug/2017 4:21:54 PM,010917
Power shutdown areas in Chennai on 30-08-17, Power supply will be suspended in the following areas on 30-08-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed. ,Posted On : 28/Aug/2017 4:17:54 PM,300817
Power shutdown areas in Chennai on 29-08-17, Power supply will be suspended in the following areas on 29-08-17 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 4.00 P.M. if the works are completed. ,Posted On : 26/Aug/2017 5:19:04 PM,290817
Power shutdown areas in Chennai on 28-08-17," Power supply will be suspended in the following areas on 28-08-17 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 4.00 P.M. if the works are 
completed. ",Posted On : 26/Aug/2017 4:15:36 PM,280817
Power shutdown areas in Chennai on 26-08-17, Power supply will be suspended in the following areas on 26-08-17 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 4.00 P.M. if the works are completed. ,Posted On : 25/Aug/2017 10:27:19 AM,260817
Power shutdown areas in Chennai on 24-08-17, Power supply will be suspended in the following areas on 24-08-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 22/Aug/2017 4:36:39 PM,240817
Power shutdown areas in Chennai on 23-08-17, Power supply will be suspended in the following areas on 23-08-17 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 4.00 P.M. if the works are completed. ,Posted On : 21/Aug/2017 4:41:47 PM,230817
Power shutdown areas in Chennai on 22-08-17, Power supply will be suspended in the following areas on 22-08-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 19/Aug/2017 8:58:43 PM,220817
Power shutdown areas in Chennai on 21-08-17, Power supply will be suspended in the following areas on 21-08-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed. ,Posted On : 19/Aug/2017 4:24:09 PM,210817
Power shutdown areas in Chennai on 19-08-17, Power supply will be suspended in the following areas on 19-08-17 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 4.00 P.M. if the works are completed. ,Posted On : 17/Aug/2017 4:48:55 PM,190817
Power shutdown areas in Chennai on 17-08-17, Power supply will be suspended in the following areas on 17-08-17 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 4.00 P.M. if the works are completed. ,Posted On : 16/Aug/2017 4:32:45 PM,170817
Power shutdown areas in Chennai on 11-08-17, Power supply will be suspended in the following areas on 11-08-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 09/Aug/2017 4:38:15 PM,110817
Power shutdown areas in Chennai on 10-08-17, Power supply will be suspended in the following areas on 10-08-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 08/Aug/2017 4:07:18 PM,100817
Power shutdown areas in Chennai on 09-08-17, Power supply will be suspended in the following areas on 09-08-17 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 4.00 P.M. if the works are completed.,Posted On : 07/Aug/2017 5:08:04 PM,090817
Power shutdown areas in Chennai on 08-08-17, Power supply will be suspended in the following areas on 08-08-17 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 4.00 P.M. if the works are completed.,Posted On : 05/Aug/2017 4:47:04 PM,080817
Power shutdown areas in Chennai on 05-08-17, Power supply will be suspended in the following areas on 05.08.2017 from 10.00 am to 04.00 pm for maintenance work. Supply will be resumed before 04.00 P.M if the works are completed.,Posted On : 03/Aug/2017 4:38:00 PM,050817
Power shutdown areas in Chennai on 04-08-17, Power supply will be suspended in the following areas on 04-08-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 02/Aug/2017 5:10:49 PM,040817
Power shutdown areas in Chennai on 01-08-17, Power supply will be suspended in the following areas on 01-08-17 from 10.00 am to 04.00 pm for maintenance work. Supply will be resumed before 04.00 P.M if the works are completed.,Posted On : 31/Jul/2017 2:57:45 PM,010817
Power shutdown areas in Chennai on 29-07-17, Power supply will be suspended in the following areas on 29.07.2017 from 10.00 am to 04.00 pm for maintenance work. Supply will be resumed before 04.00 P.M if the works are completed.,Posted On : 27/Jul/2017 4:26:14 PM,290717
Power shutdown areas in Chennai on 27-07-17, Power supply will be suspended in the following areas on 27-07-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 25/Jul/2017 4:17:59 PM,270717
Power shutdown areas in Chennai on 25-07-17, Power supply will be suspended in the following areas on 25-07-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 22/Jul/2017 5:23:22 PM,250717
Power shutdown areas in Chennai on 24-07-17, Power supply will be suspended in the following areas on 24-07-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 22/Jul/2017 5:04:15 PM,240717
Power shutdown areas in Chennai on 20-07-17," Power supply will be suspended in the following areas on the following dates in the following areas between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.
",Posted On : 19/Jul/2017 12:41:30 PM,200717
Power shutdown areas in Chennai on 15-07-17, Power supply will be suspended in the following areas on 15-07-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 13/Jul/2017 4:01:42 PM,150717
42 Lakh SMS about power cuts under Minsara Nanban program," Across the state, the Tamil Nadu Generation and Distribution Corporation has forwarded 42 lakh SMS to customers regarding scheduled power cuts across the state.",Posted On : 13/Jul/2017 12:38:50 PM,42
Power shutdown areas in Chennai on 13-07-17, Power supply will be suspended in the following areas on 13-07-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 11/Jul/2017 5:38:12 PM,130717
Power shutdown areas in Chennai on 07-07-17, Power supply will be suspended in the following areas on 07-07-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 06/Jul/2017 4:10:10 PM,070717
Power shutdown areas in Chennai on 01-07-17, Power supply will be suspended in the following areas on 01-07-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 29/Jun/2017 4:23:50 PM,010717
Power hike by 6 percent next year likely, The financial turnaround of the Tamil Nadu Generation and Distribution Corporation is high that there will not be any tariff hike soon now.,Posted On : 21/Jun/2017 12:40:34 PM,6
Power shutdown areas in Chennai on 17-06-17, Power supply will be suspended in the following areas on 17-06-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 15/Jun/2017 3:49:28 PM,170617
Helpline numbers for this Summer power failures, The public may inform the news regarding power failure to the Power failure centres or the executive engineer of the region.,Posted On : 12/Jun/2017 3:32:50 PM,n/a
Get notified about power shutdowns through SMS henceforth, People need not worry about stupefying power cuts anymore as you can now receive advance notifications through SMS. You may check your cell phones and get to know about the power shutdowns at your neighborhoods.,Posted On : 12/Jun/2017 12:40:35 PM,n/a
Power shutdown areas in Chennai on 23-05-17, Power supply will be suspended in the following areas on 23-05-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 20/May/2017 4:04:46 PM,230517
Power shutdown areas in Chennai on 18-05-17, Power supply will be suspended in the following areas on 18-05-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 16/May/2017 4:17:00 PM,180517
Power shutdown areas in Chennai on 15-05-17, Power supply will be suspended in the following areas on 15-05-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 12/May/2017 6:31:04 PM,150517
Helpline numbers released for power failures," In the extreme oppressive heat during the summer, there are good possibilities for some minor repairs to develop in the electrical equipment, which may lead to power failure.",Posted On : 08/May/2017 3:57:19 PM,n/a
Power shutdown areas in Chennai on 27-04-17, Power supply will be suspended in the following areas on 27-04-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 25/Apr/2017 4:22:39 PM,270417
Power shutdown areas in Chennai on 26-04-17, It is programmed to commissioning the new Power Transformer at 110/33-11 kv Ambattur Industrial Estate 3rd main road SS on 26.04.2017 between 06.00 am to 02.00pm.,Posted On : 24/Apr/2017 4:49:32 PM,260417
Power shutdown areas in Chennai on 24-04-17, Power supply will be suspended in the following areas on 24-04-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 22/Apr/2017 4:23:14 PM,240417
Power shutdown areas in Chennai on 20-04-17, Power supply will be suspended in the following areas on 20-04-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 18/Apr/2017 5:12:56 PM,200417
Electricity charges to be revised every 3 months, The state general secretary of the Tamil Nadu electricity employees federation has informed the following.,Posted On : 17/Apr/2017 5:45:03 PM,3
No shortage of power even if more air conditioners used in hot weather, The scorching summer experienced this year has led to the increased public consumption of power with more air-conditioners switched on.,Posted On : 17/Apr/2017 11:59:32 AM,n/a
Power shutdown areas in Chennai on 18-04-17, Power supply will be suspended in the following areas on 18-04-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 16/Apr/2017 2:49:04 PM,180417
Power shutdown areas in Chennai on 13-04-17, Power supply will be suspended in the following areas on 13-04-17 between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 12/Apr/2017 10:01:10 AM,130417
